"true_model","bic_true_model","nknots_PELT","bic_PELT","nknots_BS","bic_BS","nknots_WBS","bic_WBS","nknots_flasso","bic_flasso","nknots_adaflasso","bic_adaflasso","best_iter","nknots_best_iter","min_bic_flasso"
NA,6988.54393972482,6,137.06723428336,7,145.328269606382,7,145.328269606382,0,6987.26081602939,0,6987.26081602937,1,0,6987.26082
NA,6898.53745498462,6,51.001666682073,7,59.0440004767349,7,59.0440004767349,0,6896.54429147395,0,6896.54429147395,1,0,6896.54429
NA,6872.68176281249,6,24.7835345038955,6,25.9703947187466,6,25.9703947187466,0,6866.66971110367,0,6866.6697111037,1,0,6866.66971
NA,6961.35817184243,5,116.515522805755,7,122.328310625118,6,122.528976598382,0,6960.80817852524,0,6960.80817852524,1,0,6960.80818
NA,6971.38099023772,5,124.175749493053,5,129.72985632463,5,129.72985632463,0,6969.18050824483,0,6969.18050824484,1,0,6969.18051
NA,6924.81814104762,5,69.3819073303777,5,78.0991452381444,5,78.0991452381444,0,6922.10139491742,0,6922.10139491741,1,0,6922.10139
NA,6928.87016151435,6,89.784098076272,6,100.894218552981,6,100.894218552981,0,6927.87228923781,0,6927.8722892378,1,0,6927.87229
NA,6865.25041479448,6,28.2180641073668,7,33.5324106342531,7,34.2106636692047,0,6858.76087401742,0,6858.76087401742,1,0,6858.76087
NA,6882.36374110081,5,48.2930318120052,5,49.7792674535581,5,49.7792674535581,0,6880.58010645537,0,6880.58010645537,1,0,6880.58011
NA,6792.18350487382,5,-53.5244387460171,6,-54.2830357245798,7,-54.7535931927387,0,6786.70599151517,0,6786.70599151517,1,0,6786.70599
NA,6925.3977384987,5,78.3652966225002,7,83.5574140007093,5,85.5594959579488,0,6922.5940032894,0,6922.5940032894,1,0,6922.594
NA,6867.20709607097,5,23.140586493006,6,28.4128993413653,6,33.2428954746952,0,6866.85907830641,0,6866.85907830641,1,0,6866.85908
NA,6962.34180948223,5,104.524212787352,6,107.430608734922,6,107.430608734922,0,6959.59383489408,0,6959.59383489409,1,0,6959.59383
NA,6842.81924288623,5,-24.85910459892,6,-12.3103319754262,6,-12.3103319754262,0,6839.73712643154,0,6839.73712643155,1,0,6839.73713
NA,6915.26957330112,5,72.2171157495265,7,75.5807688637632,7,75.5807688637632,0,6912.53811302229,0,6912.53811302229,1,0,6912.53811
NA,6887.82273321146,5,42.3196494555195,5,42.3196494555195,5,42.3196494555195,0,6885.71261673692,0,6885.7126167369,1,0,6885.71262
NA,6985.32878483437,6,112.9720451623,6,122.737234850543,5,124.345936533736,0,6982.39979607775,0,6982.39979607772,1,0,6982.3998
NA,6919.19984095884,5,80.7851613817949,7,89.610491651267,6,92.2347594165855,0,6914.33236899608,0,6914.33236899609,1,0,6914.33237
NA,6967.80263638783,6,125.886270161054,7,131.210097657967,7,131.210097657967,0,6963.50652765577,0,6963.50652765577,1,0,6963.50653
NA,7013.54640706757,5,169.007813936829,6,173.860531907802,6,173.862964236267,0,7013.37685237324,0,7013.37685237324,1,0,7013.37685
NA,6975.10649213401,8,137.39164548825,7,139.181545216972,6,144.823427511868,0,6974.3299977732,0,6974.32999777321,1,0,6974.33
